Level,Date and Time,Source,Event ID,Task Category
Warning,16/12/2022 18:41:41,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,16/12/2022 18:41:41,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Information,16/12/2022 18:41:41,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:27339:127.0.0.1/AuraSDK/) to URL group (0xFE00000020000001). Status: 0x0. Process Id 0x14F0 Executable path \Device\HarddiskVolume3\Program Files (x86)\ASUS\GameSDK Service\GameSDK.exe, User SYSTEM"
Information,16/12/2022 18:41:41,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000020000001. Status 0x0. Process Id 0x14F0 Executable path \Device\HarddiskVolume3\Program Files (x86)\ASUS\GameSDK Service\GameSDK.exe, User SYSTEM"
Information,16/12/2022 18:41:41,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,16/12/2022 18:41:41,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,16/12/2022 18:41:41,RST Middleware,27,None,"Found passthru disk: SCSI Port: 0, SCSI Bus: 2, SCSI Target: 0, PCIe SSD, 1000204886016 bytes, Sabrent Rocket Q4                       "
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:5357/2e3c5200-a8d4-4ef8-a115-8866ddb6e283/) to URL group (0xFE00000820000001). Status: 0x0. Process Id 0xE04 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000820000001. Status 0x0. Process Id 0xE04 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,16/12/2022 18:41:40,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,16/12/2022 18:41:40,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,16/12/2022 18:41:40,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,16/12/2022 18:41:40,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,16/12/2022 18:41:40,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎1990‎-‎09‎-‎03T03:15:47.000000000Z) has successfully loaded and registered with Filter Manager."
Information,16/12/2022 18:41:40,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2031‎-‎12‎-‎25T23:42:56.000000000Z) has successfully loaded and registered with Filter Manager."
Information,16/12/2022 18:41:40,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2089‎-‎08‎-‎24T13:59:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,16/12/2022 18:41:40,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2089‎-‎08‎-‎24T13:59:14.000000000Z) unloaded successfully."
Information,16/12/2022 18:41:40,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2089‎-‎08‎-‎24T13:59:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,16/12/2022 18:41:39,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1976‎-‎09‎-‎16T11:02:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,16/12/2022 18:41:39,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2051‎-‎09‎-‎09T07:23:39.000000000Z) has successfully loaded and registered with Filter Manager."
Information,16/12/2022 18:41:39,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ‎2093‎-‎01‎-‎08T14:31:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,16/12/2022 18:41:39,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,16/12/2022 18:41:39,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,16/12/2022 18:41:39,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: msv1_0"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: sfapm"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: schannel"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: wdigest"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: cloudap"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: pku2u"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: tspkg"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: msv1_0"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: kerberos"
Warning,16/12/2022 18:41:39,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behaviour with Credential Guard.

PackageName: negoexts"
Information,16/12/2022 18:41:39,LsaSrv,6156,None,"Virtualisation Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Warning,16/12/2022 18:41:39,Microsoft-Windows-Wininit,15,None,Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.
Information,16/12/2022 18:41:39,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Information,16/12/2022 18:41:38,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,16/12/2022 18:41:38,e2fexpress,32,None,"The description for Event ID 32 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,16/12/2022 18:41:37,Microsoft-Windows-Subsys-SMSS,17,None,A platform binary was successfully executed.
Information,16/12/2022 18:41:37,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is 0.
Information,16/12/2022 18:41:37,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{ad2ec1c9-f9a9-4b39-a2e8-0e53745a5c1a} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,16/12/2022 18:41:36,Netwtw10,7017,None,7017 - secure boot (SB) configuration
Warning,16/12/2022 18:41:36,e2fexpress,27,None,"The description for Event ID 27 from source e2fexpress cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Intel(R) Ethernet Controller (3) I225-V

The message resource is present but the message was not found in the message table
"
Information,16/12/2022 18:41:36,Netwtw10,7010,None,7010 - driver enabled (miniport init)
Information,16/12/2022 18:41:36,Netwtw10,7002,None,7002 - CTDP power limit value (SPLC)
Information,16/12/2022 18:41:36,Netwtw10,7005,None,7005 - SAR value max TX power (WRDS)
Information,16/12/2022 18:41:36,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,16/12/2022 18:41:36,Netwtw10,7027,None,7027 - get Nic Manufacturere on init
Information,16/12/2022 18:41:36,Netwtw10,7036,None,The \Device\NDMP1 service entered the Intel(R) Wi-Fi 6 AX201 160MHz state.
